id,x-ini,y-ini,x-goal,y-goal,x-end,y-end,L0-path,L1-path,td,tsh,zt,C
(adult 2559),193,-134,193,-134,193,-134,0,0,80,66.6,1.649,1
(adult 437),200,-120,200,-120,200,-120,0,0,67,66.6,1.687,1
(adult 1303),210,-92,210,-92,210,-92,0,0,80,66.6,1.643,1
(adult 1148),212,-89,212,-89,212,-89,0,0,78,66.6,1.662,1
(adult 1949),207,-119,152,-31,200,-116,102,8,66,66.6,1.651,1
(adult 2114),186,-154,186,-154,186,-154,0,0,87,66.6,1.641,1
(adult 2054),190,-142,190,-142,190,-142,0,0,69,66.6,1.669,1
(adult 996),209,-97,209,-97,209,-97,0,0,119,66.6,1.661,1
(adult 1848),193,-135,193,-135,193,-135,0,0,71,66.6,1.653,1
(adult 2227),214,-74,214,-74,214,-74,0,0,112,66.6,1.642,1
(adult 16),223,-53,223,-53,223,-53,0,0,93,66.6,1.643,1
(adult 1371),206,-94,206,-94,206,-94,0,0,75,66.6,1.642,1
(adult 1341),220,-63,220,-63,220,-63,0,0,105,66.6,1.697,1
(adult 456),236,-46,152,-31,214,-74,134,38,64,66.6,1.642,1
(adult 1535),188,-146,188,-146,188,-146,0,0,72,66.6,1.777,1
(adult 2187),238,-63,152,-31,214,-74,132,36,64,66.6,1.642,1
(adult 82),221,-51,221,-51,221,-51,0,0,84,66.6,1.642,1
(adult 2693),217,-62,217,-62,217,-62,0,0,78,66.6,1.648,1
(adult 821),180,-162,180,-162,180,-162,0,0,80,66.6,1.869,1
(adult 2107),222,-47,222,-47,222,-47,0,0,101,66.6,1.641,1
(adult 1264),216,-67,216,-67,216,-67,0,0,81,66.6,1.688,1
(adult 2083),219,-57,219,-57,219,-57,0,0,111,66.6,1.646,1
(adult 213),60,-121,135,-31,135,-31,115,115,58,66.7,NaN,0
(adult 916),206,-83,206,-83,206,-83,0,0,114,66.7,1.643,1
(adult 1120),187,-132,187,-132,187,-132,0,0,69,66.7,1.65,1
(adult 586),180,-151,180,-151,180,-151,0,0,78,66.7,1.676,1
(adult 1462),179,-152,179,-152,179,-152,0,0,139,66.7,1.657,1
(adult 1071),180,-149,180,-149,180,-149,0,0,120,66.7,1.656,1
(adult 837),239,-68,152,-31,210,-71,129,37,64,66.7,1.642,1
(adult 2399),222,-41,222,-41,222,-41,0,0,137,66.7,1.641,1
(adult 288),216,-51,216,-51,216,-51,0,0,68,66.7,1.643,1
(adult 1386),214,-56,214,-56,214,-56,0,0,67,66.7,1.643,1
(adult 1208),200,-134,152,-31,189,-118,130,35,64,66.7,1.643,1
(adult 1137),178,-149,178,-149,178,-149,0,0,74,66.7,1.662,1
(adult 1937),218,-46,218,-46,218,-46,0,0,72,66.7,1.642,1
(adult 809),191,-108,191,-108,191,-108,0,0,104,66.7,1.643,1
(adult 305),193,-105,193,-105,193,-105,0,0,83,66.7,1.652,1
(adult 507),191,-107,191,-107,191,-107,0,0,93,66.7,1.643,1
(adult 537),209,-62,209,-62,209,-62,0,0,112,66.7,1.642,1
(adult 374),187,-114,187,-114,187,-114,0,0,93,66.7,1.65,1
(adult 2279),185,-116,185,-116,185,-116,0,0,145,66.7,1.643,1
(adult 981),170,-156,170,-156,170,-156,0,0,96,66.7,1.657,1
(adult 46),201,-81,201,-81,201,-81,0,0,72,66.7,1.701,1
(adult 1446),192,-98,192,-98,192,-98,0,0,68,66.7,1.643,1
(adult 1288),190,-102,190,-102,190,-102,0,0,75,66.7,1.691,1
(adult 836),201,-74,201,-74,201,-74,0,0,70,66.7,1.671,1
(adult 1469),201,-73,201,-73,201,-73,0,0,158,66.7,1.653,1
(adult 90),202,-72,202,-72,202,-72,0,0,73,66.7,1.684,1
(adult 843),190,-97,190,-97,190,-97,0,0,68,66.7,1.643,1
(adult 2633),176,-137,176,-137,176,-137,0,0,97,66.7,1.681,1
(adult 1079),179,-124,179,-124,179,-124,0,0,133,66.7,1.696,1
(adult 2042),168,-148,168,-148,168,-148,0,0,85,66.7,1.646,1
(adult 2254),176,-130,176,-130,176,-130,0,0,137,66.7,1.661,1
(adult 47),185,-104,185,-104,185,-104,0,0,90,66.7,1.643,1
(adult 327),195,-81,195,-81,195,-81,0,0,88,66.7,1.645,1
(adult 2618),195,-83,195,-83,195,-83,0,0,90,66.7,1.665,1
(adult 1989),178,-115,178,-115,178,-115,0,0,87,66.8,1.643,1
(adult 2586),232,-71,152,-31,191,-87,117,53,63,66.8,1.663,1
(adult 1867),176,-125,176,-125,176,-125,0,0,83,66.8,1.685,1
(adult 187),216,-100,152,-31,189,-88,95,33,64,66.8,1.643,1
(adult 2355),178,-116,178,-116,178,-116,0,0,98,66.8,1.643,1
(adult 800),189,-98,152,-31,152,-31,72,72,61,66.8,NaN,0
(adult 1277),204,-45,204,-45,204,-45,0,0,87,66.8,1.643,1
(adult 400),173,-123,173,-123,173,-123,0,0,74,66.8,1.644,1
(adult 1337),170,-132,170,-132,170,-132,0,0,118,66.8,1.651,1
(adult 761),171,-128,152,-31,181,-105,100,24,65,66.8,1.656,1
(adult 1140),194,-122,152,-31,181,-106,101,24,65,66.8,1.676,1
(adult 125),193,-67,193,-67,193,-67,0,0,88,66.8,1.644,1
(adult 575),199,-51,199,-51,199,-51,0,0,70,66.8,1.642,1
(adult 1223),165,-140,165,-140,165,-140,0,0,71,66.8,1.688,1
(adult 2566),164,-139,164,-139,164,-139,0,0,73,66.8,1.645,1
(adult 1318),168,-153,152,-31,158,-152,162,11,66,66.8,1.644,1
(adult 2253),168,-133,168,-133,168,-133,0,0,82,66.8,1.699,1
(adult 1340),190,-71,190,-71,190,-71,0,0,140,66.8,1.662,1
(adult 873),185,-81,185,-81,185,-81,0,0,75,66.8,1.643,1
(adult 1820),188,-74,188,-74,188,-74,0,0,94,66.8,1.645,1
(adult 74),197,-54,197,-54,197,-54,0,0,100,66.8,1.685,1
(adult 2264),157,-165,152,-31,162,-140,155,16,65,66.8,1.657,1
(adult 2701),188,-76,188,-76,188,-76,0,0,70,66.8,1.66,1
(adult 2199),182,-84,182,-84,182,-84,0,0,80,66.8,1.648,1
(adult 1672),167,-149,152,-31,163,-130,151,22,65,66.8,1.645,1
(adult 2396),174,-101,174,-101,174,-101,0,0,79,66.8,1.643,1
(adult 748),185,-77,185,-77,185,-77,0,0,77,66.8,1.652,1
(adult 812),176,-96,176,-96,176,-96,0,0,98,66.8,1.643,1
(adult 2295),198,-41,198,-41,198,-41,0,0,73,66.8,1.642,1
(adult 2389),190,-60,190,-60,190,-60,0,0,105,66.8,1.683,1
(adult 2426),172,-105,172,-105,172,-105,0,0,90,66.8,1.693,1
(adult 933),207,-66,152,-31,180,-82,90,37,64,66.8,1.644,1
(adult 949),169,-109,169,-109,169,-109,0,0,103,66.8,1.645,1
(adult 789),173,-95,173,-95,173,-95,0,0,69,66.9,1.659,1
(adult 587),189,-52,189,-52,189,-52,0,0,69,66.9,1.643,1
(adult 106),201,-24,201,-24,201,-24,0,0,117,66.9,1.648,1
(adult 805),191,-46,152,-31,188,-59,70,10,66,66.9,1.681,1
(adult 1642),172,-96,172,-96,172,-96,0,0,79,66.9,1.646,1
(adult 2109),197,-97,152,-31,176,-78,72,23,65,66.9,1.643,1
(adult 1201),231,-46,152,-31,176,-78,130,81,61,66.9,1.643,1
(adult 156),196,-123,152,-31,177,-81,103,51,63,66.9,1.7,1
(adult 1358),166,-107,166,-107,166,-107,0,0,89,66.9,1.666,1
(adult 2047),146,-146,146,-146,146,-146,0,0,88,66.9,1.644,1
(adult 1390),145,-149,145,-149,145,-149,0,0,89,66.9,1.646,1
(adult 1349),177,-70,177,-70,177,-70,0,0,77,66.9,1.643,1
(adult 1467),173,-83,173,-83,173,-83,0,0,74,66.9,1.654,1
(adult 965),190,-40,190,-40,190,-40,0,0,111,66.9,1.651,1
(adult 454),193,-29,193,-29,193,-29,0,0,75,66.9,1.643,1
(adult 1266),168,-93,168,-93,168,-93,0,0,117,66.9,1.644,1
(adult 863),188,-46,188,-46,188,-46,0,0,76,66.9,1.661,1
(adult 566),160,-112,160,-112,160,-112,0,0,112,66.9,1.644,1
(adult 1717),140,-166,140,-166,140,-166,0,0,109,66.9,1.695,1
(adult 2318),186,-52,186,-52,186,-52,0,0,74,66.9,1.678,1
(adult 261),135,-178,135,-178,135,-178,0,0,91,66.9,1.702,1
(adult 1367),43,-168,135,-31,135,-31,173,173,54,66.9,NaN,0
(adult 669),150,-132,150,-132,150,-132,0,0,101,66.9,1.646,1
(adult 1225),132,-175,132,-175,132,-175,0,0,74,66.9,1.645,1
(adult 2057),136,-166,136,-166,136,-166,0,0,89,66.9,1.645,1
(adult 558),125,-191,125,-191,125,-191,0,0,70,66.9,1.645,1
(adult 1781),230,-50,152,-31,173,-75,126,80,61,66.9,1.643,1
(adult 450),188,-39,188,-39,188,-39,0,0,74,66.9,1.649,1
(adult 706),149,-135,152,-31,155,-120,143,25,65,66.9,1.646,1
(adult 1428),64,-128,135,-31,135,-31,119,119,58,66.9,NaN,0
(adult 1005),133,-171,133,-171,133,-171,0,0,112,66.9,1.686,1
(adult 1410),127,-181,127,-181,127,-181,0,0,92,66.9,1.645,1
(adult 2146),181,-53,181,-53,181,-53,0,0,90,66.9,1.68,1
(adult 1198),129,-176,129,-176,129,-176,0,0,83,66.9,1.645,1
(adult 142),178,-60,178,-60,178,-60,0,0,82,66.9,1.665,1
(adult 2680),171,-74,171,-74,171,-74,0,0,67,66.9,1.644,1
(adult 215),176,-65,176,-65,176,-65,0,0,84,66.9,1.664,1
(adult 1291),181,-51,181,-51,181,-51,0,0,75,66.9,1.648,1
(adult 1726),169,-76,169,-76,169,-76,0,0,78,66.9,1.663,1
(adult 2609),175,-59,175,-59,175,-59,0,0,72,66.9,1.644,1
(adult 2197),121,-189,121,-189,121,-189,0,0,79,66.9,1.645,1
(adult 2302),162,-92,162,-92,162,-92,0,0,92,66.9,1.65,1
(adult 1882),139,-148,139,-148,139,-148,0,0,76,66.9,1.664,1
(adult 1516),160,-99,160,-99,160,-99,0,0,79,66.9,1.688,1
(adult 1538),164,-86,164,-86,164,-86,0,0,67,66.9,1.646,1
(adult 924),244,-62,152,-31,170,-72,135,92,60,66.9,1.646,1
(adult 1986),121,-191,121,-191,121,-191,0,0,75,66.9,1.647,1
(adult 1930),174,-63,174,-63,174,-63,0,0,98,66.9,1.649,1
(adult 908),188,-19,188,-19,188,-19,0,0,69,67,1.643,1
(adult 1564),187,-22,187,-22,187,-22,0,0,100,67,1.643,1
(adult 1846),131,-163,131,-163,131,-163,0,0,98,67,1.659,1
(adult 1703),154,-106,154,-106,154,-106,0,0,119,67,1.651,1
(adult 2669),141,-134,141,-134,141,-134,0,0,79,67,1.645,1
(adult 1584),169,-68,169,-68,169,-68,0,0,82,67,1.645,1
(car 2739),74,-151,1,-160,1,-160,83,83,66,67,NaN,0
(adult 418),201,-143,152,-31,167,-66,129,92,60,67,1.644,1
(adult 1185),164,-74,164,-74,164,-74,0,0,102,67,1.644,1
(adult 406),220,-58,152,-31,168,-67,117,79,61,67,1.657,1
(adult 1418),150,-112,150,-112,150,-112,0,0,73,67,1.694,1
(adult 270),164,-75,164,-75,164,-75,0,0,79,67,1.646,1
(adult 2258),153,-100,153,-100,153,-100,0,0,86,67,1.644,1
(adult 334),153,-94,153,-94,153,-94,0,0,91,67,1.644,1
(adult 1394),154,-92,154,-92,154,-92,0,0,121,67,1.644,1
(adult 896),221,-46,152,-31,166,-65,111,75,61,67,1.647,1
(adult 1670),150,-105,150,-105,150,-105,0,0,79,67,1.661,1
(adult 1884),155,-92,155,-92,155,-92,0,0,129,67,1.651,1
(adult 2699),129,-152,129,-152,129,-152,0,0,99,67,1.645,1
(adult 2625),182,-89,152,-31,166,-64,61,26,65,67,1.645,1
(adult 1840),141,-126,141,-126,141,-126,0,0,80,67,1.655,1
(adult 1975),177,-69,152,-31,165,-62,46,13,66,67,1.647,1
(adult 1499),198,-108,152,-31,164,-62,83,50,63,67,1.644,1
(adult 709),166,-137,152,-31,155,-84,136,67,62,67,1.644,1
(adult 1059),167,-55,167,-55,167,-55,0,0,91,67,1.644,1
(adult 1482),122,-192,135,-31,152,-91,203,123,58,67,1.644,1
(adult 651),148,-132,152,-31,154,-90,145,67,62,67,1.672,1
(adult 51),164,-63,164,-63,164,-63,0,0,74,67,1.644,1
(adult 862),156,-169,152,-31,152,-91,165,85,60,67,1.644,1
(adult 1956),47,-147,135,-31,135,-31,162,162,55,67,NaN,0
(car 2773),165,-57,165,-57,165,-57,0,0,122,67,1.65,1
(adult 2101),162,-61,162,-61,162,-61,0,0,123,67,1.644,1
(adult 781),143,-111,143,-111,143,-111,0,0,75,67,1.672,1
(adult 2657),165,-137,152,-31,149,-92,137,54,63,67,1.644,1
(adult 2175),161,-67,161,-67,161,-67,0,0,103,67,1.654,1
(adult 413),159,-110,152,-31,150,-91,109,27,65,67,1.645,1
(adult 2530),136,-123,136,-123,136,-123,0,0,75,67,1.645,1
(adult 747),127,-149,127,-149,127,-149,0,0,68,67,1.669,1
(adult 317),124,-152,124,-152,124,-152,0,0,70,67,1.645,1
(adult 1589),123,-150,123,-150,123,-150,0,0,83,67,1.645,1
(adult 848),123,-154,123,-154,123,-154,0,0,89,67,1.678,1
(adult 1143),156,-166,152,-31,148,-93,155,71,61,67,1.667,1
(adult 926),161,-62,161,-62,161,-62,0,0,89,67,1.66,1
(adult 1196),141,-109,141,-109,141,-109,0,0,111,67,1.653,1
(adult 1613),202,-40,152,-31,175,-26,47,23,65,67,1.659,1
(adult 1427),125,-147,125,-147,125,-147,0,0,97,67,1.654,1
(adult 72),98,-211,98,-211,98,-211,0,0,76,67,1.647,1
(adult 487),157,-133,152,-31,151,-82,133,68,62,67,1.644,1
(adult 2068),142,-108,142,-108,142,-108,0,0,106,67,1.679,1
(adult 127),151,-83,151,-83,151,-83,0,0,74,67,1.645,1
(adult 1634),112,-176,135,-31,112,-175,149,0,67,67.1,1.696,1
(adult 70),247,-70,152,-31,160,-58,135,106,59,67.1,1.648,1
(adult 1171),157,-62,157,-62,157,-62,0,0,83,67.1,1.644,1
(adult 1131),111,-173,111,-173,111,-173,0,0,116,67.1,1.646,1
(adult 2134),97,-205,135,-31,96,-204,0,-4,67,67.1,1.648,1
(adult 886),147,-80,147,-80,147,-80,0,0,68,67.1,1.645,1
(adult 1368),249,-83,152,-31,159,-57,133,105,59,67.1,1.679,1
(adult 564),172,-80,152,-31,158,-56,51,24,65,67.1,1.644,1
(adult 1354),171,-22,171,-22,171,-22,0,0,71,67.1,1.645,1
(adult 1165),125,-139,135,-31,124,-139,0,-4,67,67.1,1.689,1
(adult 1164),96,-206,96,-206,96,-206,0,0,75,67.1,1.658,1
(adult 298),156,-55,156,-55,156,-55,0,0,92,67.1,1.644,1
(adult 1501),143,-84,143,-84,143,-84,0,0,91,67.1,1.645,1
(adult 2322),151,-67,151,-67,151,-67,0,0,72,67.1,1.644,1
(adult 913),135,-105,135,-105,135,-105,0,0,70,67.1,1.646,1
(adult 992),100,-189,100,-189,100,-189,0,0,72,67.1,1.648,1
(adult 167),110,-203,135,-31,102,-182,182,28,65,67.1,1.646,1
(adult 1357),129,-120,129,-120,129,-120,0,0,96,67.1,1.651,1
(adult 2178),130,-117,130,-117,130,-117,0,0,98,67.1,1.647,1
(adult 429),166,-24,152,-31,167,-25,0,-1,67,67.1,1.644,1
(adult 724),109,-170,109,-170,109,-170,0,0,97,67.1,1.667,1
(adult 1789),91,-210,91,-210,91,-210,0,0,74,67.1,1.647,1
(adult 593),164,-49,152,-31,158,-53,38,13,66,67.1,1.655,1
(adult 1257),126,-120,126,-120,126,-120,0,0,80,67.1,1.646,1
(adult 2446),154,-54,154,-54,154,-54,0,0,77,67.1,1.644,1
(adult 795),200,-49,152,-31,165,-30,53,39,64,67.1,1.673,1
(adult 199),121,-134,121,-134,121,-134,0,0,81,67.1,1.668,1
(adult 2070),153,-60,153,-60,153,-60,0,0,78,67.1,1.665,1
(adult 695),158,-44,158,-44,158,-44,0,0,77,67.1,1.644,1
(adult 787),91,-207,91,-207,91,-207,0,0,70,67.1,1.662,1
(adult 1403),124,-125,124,-125,124,-125,0,0,73,67.1,1.647,1
(adult 1530),138,-107,135,-31,135,-31,108,108,59,67.1,NaN,0
(adult 1254),141,-80,141,-80,141,-80,0,0,84,67.1,1.646,1
(adult 2631),155,-49,155,-49,155,-49,0,0,77,67.1,1.648,1
(adult 2709),133,-97,133,-97,133,-97,0,0,82,67.1,1.645,1
(adult 2369),199,-40,152,-31,160,-35,47,39,64,67.1,1.645,1
(adult 1909),230,-46,152,-31,153,-51,128,106,59,67.1,1.644,1
(adult 866),165,-19,165,-19,165,-19,0,0,87,67.1,1.644,1
(adult 1046),174,-100,152,-31,148,-63,96,57,63,67.1,1.645,1
(adult 649),200,-80,152,-31,156,-41,76,64,62,67.1,1.647,1
(adult 2584),198,-143,152,-31,159,-37,126,118,58,67.1,1.73,1
(adult 1187),214,-69,152,-31,152,-48,95,76,61,67.1,1.644,1
(adult 1920),211,-94,152,-31,159,-37,85,77,61,67.1,1.73,1
(adult 951),211,-92,152,-31,152,-50,85,64,62,67.1,1.645,1
(adult 179),149,-58,149,-58,149,-58,0,0,87,67.1,1.651,1
(adult 1436),199,-97,152,-31,157,-39,73,63,62,67.1,1.65,1
(adult 2650),199,-39,152,-31,159,-35,47,40,64,67.1,1.669,1
(adult 922),138,-78,138,-78,138,-78,0,0,80,67.2,1.651,1
(adult 1075),201,-125,152,-31,156,-33,109,105,59,67.2,1.644,1
(adult 68),129,-98,129,-98,129,-98,0,0,113,67.2,1.647,1
(adult 1494),153,-41,153,-41,153,-41,0,0,75,67.2,1.644,1
(adult 2510),138,-118,135,-31,129,-97,102,28,65,67.2,1.645,1
(adult 1741),140,-73,140,-73,140,-73,0,0,119,67.2,1.647,1
(adult 2075),130,-88,130,-88,130,-88,0,0,101,67.2,1.645,1
(adult 1908),167,-112,152,-31,136,-75,118,71,62,67.2,1.645,1
(adult 510),180,-161,152,-31,148,-49,173,152,56,67.2,1.646,1
(adult 1082),70,-164,135,-31,124,-103,137,62,62,67.2,1.646,1
(adult 1931),194,-137,152,-31,154,-31,134,132,57,67.2,1.677,1
(adult 337),135,-84,135,-31,137,-69,55,14,66,67.2,1.645,1
(adult 1760),113,-173,135,-31,122,-106,148,70,62,67.2,1.68,1
(adult 2612),104,-194,135,-31,135,-73,168,123,58,67.2,1.645,1
(adult 1235),145,-120,152,-31,137,-72,116,72,62,67.2,1.676,1
(adult 860),133,-104,135,-31,137,-69,84,43,64,67.2,1.645,1
(adult 2619),182,-157,152,-31,140,-63,175,140,57,67.2,1.647,1
(adult 2268),130,-99,135,-31,128,-88,76,16,66,67.2,1.645,1
(adult 69),119,-118,135,-31,132,-82,92,38,64,67.2,1.657,1
(adult 2274),122,-125,135,-31,140,-57,108,79,61,67.2,1.645,1
(adult 1926),112,-172,135,-31,138,-64,148,112,59,67.2,1.658,1
(adult 1617),139,-82,135,-31,137,-66,55,17,66,67.2,1.654,1
(adult 592),208,-14,152,-31,148,-44,176,155,57,67.2,1.769,1
(adult 793),116,-170,135,-31,118,-110,151,69,62,67.2,1.692,1
(adult 1999),149,-35,149,-35,149,-35,0,0,91,67.2,1.645,1
(adult 2579),120,-202,135,-31,143,-52,206,182,54,67.2,1.652,1
(adult 652),130,-175,135,-31,142,-54,163,137,57,67.2,1.65,1
(adult 1441),143,-45,143,-45,143,-45,0,0,118,67.2,1.645,1
(adult 1146),141,-53,141,-53,141,-53,0,0,118,67.2,1.675,1
(adult 1542),142,-50,142,-50,142,-50,0,0,69,67.2,1.659,1
(adult 982),107,-126,107,-126,107,-126,0,0,76,67.2,1.646,1
(adult 52),115,-171,135,-31,142,-42,151,137,57,67.2,1.645,1
(adult 1180),105,-125,105,-125,105,-125,0,0,84,67.2,1.646,1
(adult 1511),142,-44,142,-44,142,-44,0,0,84,67.2,1.648,1
(adult 10),104,-127,104,-127,104,-127,0,0,108,67.2,1.646,1
(adult 21),55,-185,135,-31,104,-124,160,64,62,67.3,1.648,1
(adult 1532),59,-133,135,-31,135,-31,126,126,58,67.3,NaN,0
(adult 549),136,-46,136,-46,136,-46,0,0,92,67.3,1.645,1
(adult 993),129,-64,129,-64,129,-64,0,0,75,67.3,1.649,1
(adult 923),109,-99,135,-31,139,-39,79,68,62,67.3,1.645,1
(adult 61),145,-19,145,-19,145,-19,0,0,91,67.3,1.656,1
(adult 530),122,-76,122,-76,122,-76,0,0,76,67.3,1.669,1
(adult 1857),135,-45,135,-45,135,-45,0,0,79,67.3,1.646,1
(adult 2269),44,-148,135,-31,135,-31,164,164,55,67.3,NaN,0
(adult 465),108,-102,108,-102,108,-102,0,0,74,67.3,1.679,1
(adult 226),67,-115,135,-31,135,-41,108,98,60,67.3,1.65,1
(adult 120),108,-63,135,-31,135,-38,52,45,64,67.3,1.645,1
(adult 2477),38,-156,135,-31,135,-40,160,151,56,67.3,1.646,1
(adult 1473),139,-26,139,-26,139,-26,0,0,76,67.3,1.645,1
(adult 1191),140,-26,140,-26,140,-26,0,0,89,67.3,1.648,1
(adult 1178),111,-72,135,-31,134,-35,63,59,63,67.3,1.645,1
(adult 746),74,-127,135,-31,135,-32,127,126,58,67.3,1.645,1
(adult 1668),104,-104,104,-104,104,-104,0,0,84,67.3,1.65,1
(adult 1543),132,-41,132,-41,132,-41,0,0,96,67.3,1.645,1
(adult 2490),95,-46,135,-31,134,-33,45,43,64,67.3,1.655,1
(adult 2010),6,-49,135,-31,133,-34,154,151,56,67.3,1.646,1
(adult 1942),93,-122,93,-122,93,-122,0,0,103,67.3,1.647,1
(adult 1510),137,-21,137,-21,137,-21,0,0,81,67.3,1.645,1
(adult 1869),88,-82,135,-31,134,-33,74,72,62,67.3,1.655,1
(adult 1214),135,-24,135,-24,135,-24,0,0,94,67.4,1.657,1
(adult 1929),24,-210,135,-31,113,-79,212,143,56,67.4,1.753,1
(adult 785),92,-122,92,-122,92,-122,0,0,97,67.4,1.65,1
(adult 1328),50,-191,135,-31,96,-110,184,84,61,67.4,1.647,1
(adult 2378),78,-149,135,-31,81,-148,124,3,67,67.4,1.652,1
(adult 457),130,-38,130,-38,130,-38,0,0,180,67.4,1.651,1
(adult 176),93,-117,93,-117,93,-117,0,0,73,67.4,1.647,1
(adult 1573),47,-182,135,-31,102,-100,173,83,61,67.4,1.664,1
(adult 2195),120,-60,120,-60,120,-60,0,0,80,67.4,1.648,1
(adult 2658),103,-98,103,-98,103,-98,0,0,105,67.4,1.665,1
(adult 1290),100,-102,100,-102,100,-102,0,0,76,67.4,1.647,1
(adult 674),98,-107,98,-107,98,-107,0,0,123,67.4,1.648,1
(adult 2634),88,-130,135,-31,95,-113,120,17,66,67.4,1.647,1
(adult 1728),27,-186,135,-31,97,-109,195,96,60,67.4,1.648,1
(adult 484),75,-147,135,-31,101,-102,137,45,64,67.4,1.661,1
(adult 1027),80,-144,135,-31,109,-85,133,58,63,67.4,1.658,1
(adult 1234),72,-124,135,-31,111,-83,132,59,63,67.4,1.738,1
(adult 392),95,-103,135,-31,114,-76,98,32,65,67.4,1.704,1
(adult 2299),58,-155,135,-31,98,-107,154,57,63,67.4,1.648,1
(adult 1651),98,-58,135,-31,124,-47,55,32,65,67.4,1.649,1
(adult 1395),82,-139,82,-139,82,-139,0,0,83,67.4,1.647,1
(adult 1239),110,-78,110,-78,110,-78,0,0,72,67.4,1.653,1
(adult 759),66,-19,135,-31,128,-36,71,63,63,67.4,1.647,1
(adult 2595),133,-24,133,-24,133,-24,0,0,146,67.4,1.659,1
(adult 987),109,-78,109,-78,109,-78,0,0,80,67.4,1.646,1
(adult 1616),122,-49,122,-49,122,-49,0,0,104,67.4,1.646,1
(adult 1592),79,-146,79,-146,79,-146,0,0,92,67.4,1.647,1
(adult 703),85,-135,85,-135,85,-135,0,0,82,67.4,1.663,1
(adult 2096),79,-149,79,-149,79,-149,0,0,81,67.4,1.674,1
(adult 97),90,-117,90,-117,90,-117,0,0,110,67.4,1.652,1
(adult 2483),76,-151,76,-151,76,-151,0,0,75,67.4,1.678,1
(adult 2140),92,-111,92,-111,92,-111,0,0,69,67.4,1.648,1
(adult 1936),98,-97,98,-97,98,-97,0,0,69,67.4,1.647,1
(adult 1104),66,-153,135,-31,80,-139,145,16,66,67.4,1.647,1
(adult 791),107,-79,107,-79,107,-79,0,0,139,67.4,1.648,1
(adult 952),102,-86,102,-86,102,-86,0,0,81,67.4,1.658,1
(adult 637),80,-133,80,-133,80,-133,0,0,73,67.4,1.647,1
(adult 114),80,-133,80,-133,80,-133,0,0,73,67.4,1.647,1
(adult 1529),97,-97,97,-97,97,-97,0,0,99,67.4,1.669,1
(adult 2176),102,-85,102,-85,102,-85,0,0,71,67.4,1.649,1
(adult 576),109,-59,135,-31,113,-60,44,5,67,67.4,1.646,1
(adult 2408),65,-148,135,-31,108,-71,145,87,61,67.4,1.646,1
(adult 1012),74,-125,135,-31,118,-52,132,101,60,67.4,1.657,1
(adult 1036),103,-85,103,-85,103,-85,0,0,85,67.4,1.682,1
(adult 209),100,-88,100,-88,100,-88,0,0,68,67.4,1.647,1
(adult 442),115,-53,115,-53,115,-53,0,0,74,67.4,1.648,1
(adult 851),80,-129,80,-129,80,-129,0,0,109,67.4,1.647,1
(adult 909),29,-191,135,-31,71,-152,200,58,63,67.4,1.667,1
(adult 1359),124,-32,124,-32,124,-32,0,0,82,67.4,1.655,1
(adult 1269),66,-160,66,-160,66,-160,0,0,76,67.4,1.648,1
(adult 1420),74,-144,74,-144,74,-144,0,0,70,67.4,1.653,1
(adult 1784),78,-135,78,-135,78,-135,0,0,114,67.4,1.651,1
(adult 685),56,-187,56,-187,56,-187,0,0,68,67.4,1.675,1
(adult 1952),66,-162,66,-162,66,-162,0,0,69,67.4,1.649,1
(adult 1810),142,-25,135,-31,127,-15,77,16,66,67.4,1.646,1
(adult 1923),104,-73,104,-73,104,-73,0,0,94,67.4,1.653,1
(adult 1598),78,-116,135,-31,84,-117,122,7,67,67.4,1.66,1
(adult 344),102,-76,102,-76,102,-76,0,0,70,67.4,1.648,1
(adult 155),107,-65,107,-65,107,-65,0,0,70,67.4,1.646,1
(car 2748),108,-61,108,-61,108,-61,0,0,70,67.5,1.668,1
(adult 869),108,-57,108,-57,108,-57,0,0,70,67.5,1.646,1
(adult 2088),66,-154,66,-154,66,-154,0,0,72,67.5,1.675,1
(adult 1072),118,-37,118,-37,118,-37,0,0,69,67.5,1.651,1
(adult 1299),69,-143,69,-143,69,-143,0,0,69,67.5,1.648,1
(adult 1366),80,-122,80,-122,80,-122,0,0,75,67.5,1.668,1
(adult 1060),118,-37,118,-37,118,-37,0,0,72,67.5,1.651,1
(adult 776),88,-132,135,-31,106,-63,122,73,62,67.5,1.647,1
(adult 277),52,-183,52,-183,52,-183,0,0,114,67.5,1.648,1
(adult 2502),56,-178,56,-178,56,-178,0,0,73,67.5,1.684,1
(adult 1758),108,-58,108,-58,108,-58,0,0,77,67.5,1.646,1
(adult 1555),31,-214,135,-31,59,-169,201,42,64,67.5,1.65,1
(adult 177),101,-76,101,-76,101,-76,0,0,68,67.5,1.676,1
(adult 292),101,-75,101,-75,101,-75,0,0,86,67.5,1.655,1
(adult 2149),80,-140,135,-31,108,-56,131,89,61,67.5,1.657,1
(adult 180),45,-194,45,-194,45,-194,0,0,75,67.5,1.649,1
(adult 1580),54,-177,54,-177,54,-177,0,0,79,67.5,1.666,1
(adult 1155),19,-206,135,-31,105,-62,208,160,55,67.5,1.652,1
(adult 1455),108,-66,135,-31,105,-61,54,7,67,67.5,1.647,1
(adult 782),42,-195,42,-195,42,-195,0,0,72,67.5,1.649,1
(adult 1215),116,-33,116,-33,116,-33,0,0,104,67.5,1.672,1
