id,x-ini,y-ini,x-goal,y-goal,x-end,y-end,L0-path,L1-path,td,tsh,zt,C
(adult 256),55,-176,135,-31,135,-31,167,167,41,53.4,-99,0
(adult 2679),56,-134,135,-31,135,-31,127,127,44,53.4,-99,0
(adult 1188),164,-75,152,-31,152,-31,56,56,49,53.4,-99,0
(adult 2721),155,-68,152,-31,152,-31,48,48,50,53.7,-99,0
(adult 1736),67,-144,135,-31,135,-31,144,144,43,53.7,-99,0
(adult 1216),90,-62,135,-31,135,-31,63,63,49,53.7,-99,0
(adult 604),30,-201,135,-31,135,-31,212,212,38,53.7,-99,0
(adult 63),37,-179,135,-31,135,-31,184,184,40,53.8,-99,0
(adult 1877),221,-93,152,-31,152,-31,98,98,46,53.8,-99,0
(adult 1735),40,-153,135,-31,135,-31,158,158,42,53.8,-99,0
(adult 2456),162,-99,152,-31,152,-31,103,103,46,53.9,-99,0
(adult 1939),64,-128,135,-31,135,-31,119,119,45,53.9,-99,0
(adult 1577),85,-103,135,-31,135,-31,93,93,47,53.9,-99,0
(adult 1459),230,-74,152,-31,152,-31,116,116,45,54,-99,0
(adult 1342),86,-74,135,-31,135,-31,67,67,49,54.1,-99,0
(adult 1485),46,-148,135,-31,135,-31,162,162,42,54.1,-99,0
(adult 2414),20,-211,135,-31,135,-31,226,226,37,54.1,-99,0
(adult 2386),183,-151,152,-31,152,-31,176,176,41,54.1,-99,0
(adult 1073),107,-199,135,-31,135,-31,178,178,41,54.1,-99,0
(adult 1334),154,-81,152,-31,152,-31,69,69,49,54.1,-99,0
(adult 2630),96,-102,135,-31,135,-31,97,97,47,54.2,-99,0
(car 2732),190,-74,16,-2,16,-2,194,194,52,54.2,-99,0
(adult 1379),122,-112,135,-31,135,-31,82,82,48,54.3,-99,0
(adult 1879),61,-160,135,-31,135,-31,152,152,43,54.3,-99,0
(adult 2417),178,-55,152,-31,152,-31,66,66,49,54.3,-99,0
(adult 1681),71,-114,135,-31,135,-31,129,129,45,54.5,-99,0
(adult 1812),80,-111,135,-31,135,-31,114,114,46,54.5,-99,0
(adult 2065),83,-79,135,-31,135,-31,73,73,49,54.5,-99,0
(adult 1531),213,-100,152,-31,152,-31,94,94,47,54.5,-99,0
(adult 2296),102,-37,135,-31,135,-31,34,34,52,54.6,-99,0
(adult 1645),113,-199,135,-31,135,-31,183,183,41,54.6,-99,0
(adult 1562),82,-114,135,-31,135,-31,118,118,46,54.7,-99,0
(adult 1660),58,-137,135,-31,135,-31,130,130,45,54.7,-99,0
(adult 447),26,-181,135,-31,135,-31,185,185,41,54.8,-99,0
(adult 2148),211,-82,152,-31,152,-31,87,87,48,54.9,-99,0
(adult 2030),26,-193,135,-31,135,-31,202,202,40,55,-99,0
(adult 935),66,-20,135,-31,135,-31,71,71,50,55,-99,0
(adult 1470),114,-174,135,-31,135,-31,150,150,44,55,-99,0
(adult 108),86,-73,135,-31,135,-31,67,67,50,55.1,-99,0
(adult 2604),132,-125,135,-31,135,-31,109,109,47,55.1,-99,0
(adult 1476),149,-75,152,-31,152,-31,64,64,50,55.1,-99,0
(adult 1905),131,-167,135,-31,135,-31,182,182,42,55.2,-99,0
(adult 555),150,-75,152,-31,152,-31,65,65,50,55.2,-99,0
(adult 92),96,-67,135,-31,135,-31,57,57,51,55.2,-99,0
(adult 1496),108,-41,135,-31,135,-31,29,29,53,55.2,-99,0
(adult 1775),176,-131,152,-31,152,-31,101,101,47,55.3,-99,0
(adult 702),227,-64,152,-31,152,-31,119,119,46,55.3,-99,0
(adult 864),200,-76,152,-31,152,-31,79,79,49,55.3,-99,0
(adult 602),45,-42,135,-31,135,-31,96,96,48,55.3,-99,0
(adult 1263),170,-70,152,-31,152,-31,42,42,52,55.3,-99,0
(adult 1111),106,-37,135,-31,135,-31,31,31,53,55.3,-99,0
(adult 2074),175,-82,152,-31,152,-31,54,54,51,55.4,-99,0
(adult 2266),235,-43,152,-31,152,-31,137,137,45,55.4,-99,0
(adult 230),188,-130,152,-31,152,-31,109,109,47,55.5,-99,0
(adult 1605),63,-131,135,-31,135,-31,141,141,45,55.5,-99,0
(adult 5),103,-54,135,-31,135,-31,48,48,52,55.5,-99,0
(adult 2255),67,-121,135,-31,135,-31,114,114,47,55.5,-99,0
(adult 2166),239,-78,152,-31,152,-31,124,124,46,55.5,-99,0
(adult 755),148,-83,152,-31,152,-31,63,63,51,55.6,-99,0
(car 2749),220,-78,16,-2,16,-2,233,233,53,55.7,-99,0
(adult 1037),223,-48,152,-31,152,-31,123,123,46,55.7,-99,0
(adult 1734),177,-87,152,-31,152,-31,57,57,51,55.7,-99,0
(adult 44),196,-33,152,-31,152,-31,49,49,52,55.7,-99,0
(adult 4),141,-119,135,-31,135,-31,105,105,48,55.8,-99,0
(adult 808),53,-128,135,-31,135,-31,132,132,46,55.9,-99,0
(adult 397),226,-61,152,-31,152,-31,116,116,47,56,-99,0
(adult 2247),226,-59,152,-31,152,-31,117,117,47,56,-99,0
(adult 767),174,-98,152,-31,152,-31,94,94,49,56,-99,0
(adult 1546),148,-61,152,-31,152,-31,39,39,53,56,-99,0
(adult 371),196,-119,152,-31,152,-31,103,103,48,56.1,-99,0
(adult 259),145,-24,152,-31,152,-31,110,110,48,56.1,-99,0
(adult 2692),101,-82,135,-31,135,-31,70,70,51,56.1,-99,0
(adult 357),96,-19,135,-31,135,-31,43,43,53,56.1,-99,0
(adult 2363),182,-145,152,-31,152,-31,148,148,45,56.2,-99,0
(adult 436),98,-60,135,-31,135,-31,56,56,52,56.2,-99,0
(adult 1204),91,-56,135,-31,135,-31,54,54,52,56.2,-99,0
(adult 93),77,-110,135,-31,135,-31,124,124,47,56.2,-99,0
(adult 2209),70,-137,135,-31,135,-31,138,138,46,56.2,-99,0
(adult 1748),216,-51,152,-31,152,-31,104,104,48,56.2,-99,0
(adult 2376),234,-45,152,-31,152,-31,135,135,46,56.3,-99,0
(adult 71),218,-52,152,-31,152,-31,120,120,47,56.3,-99,0
(adult 2120),217,-89,152,-31,152,-31,93,93,49,56.3,-99,0
(adult 846),57,-140,135,-31,135,-31,154,154,45,56.4,-99,0
(adult 666),71,-118,135,-31,135,-31,128,128,47,56.4,-99,0
(car 2765),108,-171,1,-160,1,-160,124,124,55,56.4,-99,0
(adult 1050),83,-139,135,-31,135,-31,128,128,47,56.4,-99,0
(adult 816),108,-126,135,-31,135,-31,98,98,49,56.5,-99,0
(adult 1996),81,-139,135,-31,135,-31,130,130,47,56.5,-99,0
(adult 1733),72,-21,135,-31,135,-31,65,65,52,56.5,-99,0
(adult 1895),205,-136,152,-31,152,-31,124,124,47,56.6,-99,0
(adult 2577),74,-135,135,-31,135,-31,131,131,47,56.6,-99,0
(adult 2353),176,-124,152,-31,152,-31,95,95,49,56.6,-99,0
(adult 2124),173,-155,152,-31,152,-31,170,170,44,56.6,-99,0
(adult 468),138,-172,135,-31,135,-31,175,175,44,56.7,-99,0
(adult 1774),77,-98,135,-31,135,-31,91,91,50,56.7,-99,0
(adult 1463),211,-95,152,-31,152,-31,85,85,50,56.8,-99,0
(adult 103),187,-21,152,-31,152,-31,155,155,46,56.8,-99,0
(car 2769),18,-220,1,-160,1,-160,71,71,56,56.8,-99,0
(adult 2599),115,-119,135,-31,135,-31,92,92,50,56.9,-99,0
(car 2740),19,-71,16,-2,16,-2,78,78,56,56.9,-99,0
(adult 719),138,-81,135,-31,135,-31,53,53,53,56.9,-99,0
(adult 906),216,-62,152,-31,152,-31,115,115,48,57,-99,0
(adult 2222),202,-94,152,-31,152,-31,75,75,51,57,-99,0
(adult 2624),143,-102,135,-31,135,-31,95,95,50,57,-99,0
(adult 1294),102,-190,135,-31,135,-31,163,163,45,57,-99,0
(adult 1576),193,-126,152,-31,152,-31,103,103,49,57.1,-99,0
(adult 459),206,-71,152,-31,152,-31,90,90,50,57.1,-99,0
(adult 1630),97,-21,135,-31,135,-31,42,42,54,57.2,-99,0
(adult 471),110,-70,135,-31,135,-31,57,57,53,57.2,-99,0
(adult 1767),202,-100,152,-31,152,-31,77,77,51,57.2,-99,0
(adult 2452),26,-196,135,-31,135,-31,205,205,42,57.2,-99,0
(adult 443),91,-208,135,-31,135,-31,179,179,44,57.3,-99,0
(adult 1808),121,-75,135,-31,135,-31,72,72,52,57.3,-99,0
(adult 2340),205,-100,152,-31,152,-31,79,79,51,57.3,-99,0
(adult 2660),188,-125,152,-31,152,-31,105,105,49,57.3,-99,0
(adult 216),177,-54,152,-31,152,-31,66,66,52,57.4,-99,0
(adult 1611),43,-38,135,-31,135,-31,97,97,50,57.4,-99,0
(adult 1653),137,-125,135,-31,135,-31,113,113,49,57.5,-99,0
(adult 1836),76,-48,135,-31,135,-31,67,67,52,57.5,-99,0
(adult 893),44,-198,135,-31,135,-31,171,171,44,57.5,-99,0
(adult 2537),159,-25,152,-31,152,-31,15,15,56,57.5,-99,0
(adult 2656),122,-121,135,-31,135,-31,108,108,49,57.5,-99,0
(adult 1965),159,-34,152,-31,152,-31,7,7,57,57.5,-99,0
(adult 1083),174,-86,152,-31,152,-31,54,54,53,57.6,-99,0
(adult 1853),185,-83,152,-31,152,-31,71,71,52,57.6,-99,0
(adult 2563),236,-58,152,-31,152,-31,138,138,47,57.6,-99,0
(adult 1626),119,-126,135,-31,135,-31,99,99,50,57.6,-99,0
(adult 2159),143,-60,135,-31,135,-31,35,35,55,57.6,-99,0
(adult 15),193,-149,152,-31,152,-31,139,139,47,57.7,-99,0
(adult 1935),68,-155,135,-31,135,-31,146,146,47,57.7,-99,0
(adult 2053),208,-86,152,-31,152,-31,84,84,51,57.7,-99,0
(adult 184),179,-158,152,-31,152,-31,173,173,45,57.7,-99,0
(car 2753),59,-166,1,-160,1,-160,66,66,57,57.8,-99,0
(adult 2246),38,-179,135,-31,135,-31,184,184,44,57.8,-99,0
(adult 2551),23,-181,135,-31,135,-31,187,187,44,57.8,-99,0
(adult 1487),37,-185,135,-31,135,-31,184,184,44,57.8,-99,0
(adult 1124),17,-214,135,-31,135,-31,226,226,41,57.8,-99,0
(adult 504),211,-85,152,-31,152,-31,87,87,51,57.9,-99,0
(adult 1505),217,-78,152,-31,152,-31,101,101,50,57.9,-99,0
(adult 2387),201,-53,152,-31,152,-31,65,65,53,57.9,-99,0
(adult 972),51,-183,135,-31,135,-31,173,173,45,57.9,-99,0
(adult 609),50,-137,135,-31,135,-31,135,135,48,58,-99,0
(adult 1224),157,-165,152,-31,152,-31,155,155,46,58.1,-99,0
(adult 1323),233,-79,152,-31,152,-31,119,119,49,58.2,-99,0
(adult 2082),96,-67,135,-31,135,-31,57,57,54,58.2,-99,0
(adult 2177),159,-58,152,-31,152,-31,30,30,56,58.3,-99,0
(adult 27),126,-20,135,-31,135,-31,61,61,54,58.4,-99,0
(adult 519),32,-195,135,-31,135,-31,192,192,44,58.4,-99,0
(adult 311),249,-70,152,-31,152,-31,137,137,48,58.4,-99,0
(adult 756),204,-123,152,-31,152,-31,110,110,50,58.5,-99,0
(adult 1870),234,-58,152,-31,152,-31,138,138,48,58.5,-99,0
(adult 1978),131,-151,135,-31,135,-31,129,129,49,58.6,-99,0
(adult 799),135,-128,135,-31,135,-31,115,115,50,58.6,-99,0
(adult 324),27,-197,135,-31,135,-31,209,209,43,58.6,-99,0
(adult 1156),212,-118,152,-31,152,-31,109,109,50,58.6,-99,0
(adult 2320),128,-62,135,-31,135,-31,49,49,55,58.7,-99,0
(adult 196),138,-63,135,-31,135,-31,36,36,56,58.7,-99,0
(adult 2442),169,-106,152,-31,152,-31,103,103,51,58.7,-99,0
(adult 59),76,-140,135,-31,135,-31,132,132,49,58.7,-99,0
(adult 283),200,-39,152,-31,152,-31,47,47,55,58.8,-99,0
(adult 1023),182,-128,152,-31,152,-31,109,109,50,58.8,-99,0
(adult 2291),162,-64,152,-31,152,-31,34,34,56,58.8,-99,0
(adult 2221),99,-211,135,-31,135,-31,179,179,45,58.8,-99,0
(adult 159),122,-200,135,-31,135,-31,204,204,44,58.9,-99,0
(adult 1029),100,-40,135,-31,135,-31,38,38,56,58.9,-99,0
(adult 690),98,-94,135,-31,135,-31,81,81,53,58.9,-99,0
(adult 477),75,-146,135,-31,135,-31,137,137,49,59,-99,0
(adult 1292),44,-173,135,-31,135,-31,175,175,46,59,-99,0
(adult 1913),103,-90,135,-31,135,-31,82,82,53,59,-99,0
(adult 560),78,-129,135,-31,135,-31,123,123,50,59.1,-99,0
(adult 274),31,-180,135,-31,135,-31,189,189,45,59.1,-99,0
(adult 745),131,-102,135,-31,135,-31,84,84,53,59.1,-99,0
(adult 1858),234,-46,152,-31,152,-31,133,133,49,59.1,-99,0
(adult 1892),229,-64,152,-31,152,-31,119,119,50,59.2,-99,0
(adult 434),134,-163,135,-31,135,-31,179,179,46,59.2,-99,0
(adult 2672),97,-71,135,-31,135,-31,58,58,55,59.3,-99,0
(adult 1456),91,-208,135,-31,135,-31,180,180,46,59.3,-99,0
(adult 1504),168,-108,152,-31,152,-31,114,114,51,59.4,-99,0
(adult 1295),174,-151,152,-31,152,-31,150,150,48,59.4,-99,0
(adult 944),103,-183,135,-31,135,-31,155,155,48,59.5,-99,0
(adult 1330),206,-102,152,-31,152,-31,81,81,53,59.5,-99,0
(adult 1043),76,-131,135,-31,135,-31,130,130,50,59.5,-99,0
(adult 381),189,-69,152,-31,152,-31,58,58,55,59.5,-99,0
(adult 583),113,-52,135,-31,135,-31,35,35,57,59.6,-99,0
(adult 1566),97,-77,135,-31,135,-31,64,64,55,59.7,-99,0
(adult 853),159,-99,152,-31,152,-31,103,103,52,59.7,-99,0
(adult 2330),189,-112,152,-31,152,-31,95,95,52,59.7,-99,0
(adult 868),84,-114,135,-31,135,-31,118,118,51,59.7,-99,0
(adult 2711),146,-87,152,-31,152,-31,62,62,55,59.8,-99,0
(adult 1548),120,-193,135,-31,135,-31,205,205,45,59.9,-99,0
(adult 1549),210,-97,152,-31,152,-31,87,87,53,59.9,-99,0
(adult 639),120,-18,135,-31,135,-31,55,55,56,59.9,-99,0
(adult 2287),223,-83,152,-31,152,-31,103,103,52,59.9,-99,0
(adult 2511),158,-52,152,-31,152,-31,25,25,58,60,-99,0
(adult 76),178,-50,152,-31,152,-31,47,47,56,60,-99,0
(adult 2722),50,-131,135,-31,135,-31,136,136,50,60.1,-99,0
(adult 1730),77,-112,135,-31,135,-31,124,124,51,60.1,-99,0
(adult 2311),239,-64,152,-31,152,-31,132,132,50,60.1,-99,0
(adult 2280),58,-176,135,-31,135,-31,156,156,48,60.1,-99,0
(adult 1614),95,-97,135,-31,135,-31,85,85,54,60.2,-99,0
(adult 1369),232,-108,152,-31,152,-31,117,117,51,60.3,-99,0
(adult 2169),204,-83,152,-31,152,-31,80,80,54,60.4,-99,0
(adult 1709),57,-155,135,-31,135,-31,154,154,49,60.4,-99,0
(adult 2508),203,-84,152,-31,152,-31,80,80,54,60.5,-99,0
(adult 1049),185,-82,152,-31,152,-31,70,70,55,60.5,-99,0
(adult 883),37,-152,135,-31,135,-31,158,158,49,60.6,-99,0
(adult 2099),96,-48,135,-31,135,-31,47,47,57,60.7,-99,0
(adult 489),187,-100,152,-31,152,-31,72,72,55,60.7,-99,0
(adult 1594),66,-153,135,-31,135,-31,145,145,50,60.8,-99,0
(adult 1091),213,-59,152,-31,152,-31,97,97,53,60.8,-99,0
(adult 1296),198,-45,152,-31,152,-31,49,49,57,60.9,-99,0
(adult 2214),223,-47,152,-31,152,-31,125,125,51,60.9,-99,0
(adult 2587),180,-159,152,-31,152,-31,174,174,48,60.9,-99,0
(adult 661),81,-124,135,-31,135,-31,122,122,52,60.9,-99,0
(adult 1600),145,-45,152,-31,152,-31,25,25,59,60.9,-99,0
(adult 571),179,-151,152,-31,152,-31,176,176,48,60.9,-99,0
(adult 771),111,-175,135,-31,135,-31,149,149,50,61,-99,0
(adult 460),183,-159,152,-31,152,-31,177,177,48,61,-99,0
(adult 185),67,-160,135,-31,135,-31,151,151,50,61.2,-99,0
(adult 1376),163,-100,152,-31,152,-31,108,108,53,61.3,-99,0
(adult 1816),131,-177,135,-31,135,-31,165,165,49,61.3,-99,0
(adult 1537),151,-61,152,-31,152,-31,42,42,58,61.3,-99,0
(adult 2346),181,-108,152,-31,152,-31,80,80,55,61.3,-99,0
(adult 2006),227,-79,152,-31,152,-31,109,109,53,61.4,-99,0
(adult 165),192,-130,152,-31,152,-31,107,107,53,61.5,-99,0
(adult 19),72,-161,135,-31,135,-31,134,134,51,61.5,-99,0
(adult 262),173,-83,152,-31,152,-31,54,54,57,61.5,-99,0
(adult 733),132,-151,135,-31,135,-31,129,129,52,61.6,-99,0
(adult 491),60,-118,135,-31,135,-31,113,113,53,61.6,-99,0
(adult 472),62,-110,135,-31,135,-31,115,115,53,61.6,-99,0
(adult 2463),61,-121,135,-31,135,-31,115,115,53,61.6,-99,0
(adult 1166),33,-170,135,-31,135,-31,180,180,48,61.6,-99,0
(adult 784),214,-114,152,-31,152,-31,98,98,54,61.6,-99,0
(adult 1769),129,-38,135,-31,135,-31,8,8,61,61.6,-99,0
(adult 423),84,-127,135,-31,135,-31,119,119,53,61.7,-99,0
(adult 2706),200,-39,152,-31,152,-31,47,47,58,61.7,-99,0
(adult 2707),101,-90,135,-31,135,-31,77,77,56,61.7,-99,0
(adult 2206),215,-97,152,-31,152,-31,96,96,54,61.7,-99,0
(adult 1721),69,-21,135,-31,135,-31,68,68,57,61.8,-99,0
(adult 146),106,-67,135,-31,135,-31,52,52,58,61.9,-99,0
(adult 1253),62,-143,135,-31,135,-31,148,148,51,61.9,-99,0
(adult 1231),18,-215,135,-31,135,-31,227,227,45,61.9,-99,0
(adult 713),217,-112,152,-31,152,-31,101,101,54,61.9,-99,0
(adult 1226),35,-186,135,-31,135,-31,184,184,48,61.9,-99,0
(adult 133),148,-61,152,-31,152,-31,39,39,59,62,-99,0
(adult 64),179,-91,152,-31,152,-31,64,64,57,62.1,-99,0
(adult 563),155,-126,152,-31,152,-31,123,123,53,62.1,-99,0
(adult 1406),191,-134,152,-31,152,-31,117,117,53,62.2,-99,0
(adult 1678),96,-61,135,-31,135,-31,58,58,58,62.2,-99,0
(adult 75),148,-29,152,-31,152,-31,2,2,62,62.4,-99,0
(adult 1854),55,-133,135,-31,135,-31,126,126,53,62.4,-99,0
(adult 1076),248,-62,152,-31,152,-31,137,137,52,62.5,-99,0
(adult 1056),140,-128,135,-31,135,-31,114,114,54,62.5,-99,0
(adult 884),99,-48,135,-31,135,-31,48,48,59,62.6,-99,0
(adult 1237),75,-86,135,-31,135,-31,90,90,56,62.8,-99,0
(adult 1667),149,-110,152,-31,152,-31,107,107,55,62.9,-99,0
(adult 1370),218,-72,152,-31,152,-31,102,102,55,62.9,-99,0
(adult 2451),162,-40,152,-31,152,-31,10,10,62,62.9,-99,0
(adult 2516),177,-75,152,-31,152,-31,48,48,59,62.9,-99,0
(adult 2314),198,-98,152,-31,152,-31,73,73,57,62.9,-99,0
(adult 1800),226,-61,152,-31,152,-31,116,116,54,63,-99,0
(adult 2041),151,-79,152,-31,152,-31,66,66,58,63,-99,0
(adult 726),120,-136,135,-31,135,-31,110,110,55,63.1,-99,0
(adult 898),170,-132,152,-31,152,-31,104,104,55,63.2,-99,0
(adult 1477),165,-79,152,-31,152,-31,69,69,58,63.2,-99,0
(adult 330),243,-63,152,-31,152,-31,134,134,53,63.2,-99,0
(adult 1255),134,-85,135,-31,135,-31,56,56,59,63.3,-99,0
(adult 458),204,-90,152,-31,152,-31,79,79,57,63.3,-99,0
(adult 1498),109,-35,135,-31,135,-31,29,29,61,63.4,-99,0
(adult 1045),68,-145,135,-31,135,-31,142,142,53,63.5,-99,0
(adult 2395),119,-179,135,-31,135,-31,157,157,52,63.5,-99,0
(adult 2294),225,-74,152,-31,152,-31,110,110,55,63.6,-99,0
(adult 67),104,-68,135,-31,135,-31,61,61,59,63.6,-99,0
(adult 1355),126,-137,135,-31,135,-31,112,112,55,63.6,-99,0
(adult 2191),123,-198,135,-31,135,-31,202,202,49,63.7,-99,0
(adult 2301),60,-120,135,-31,135,-31,115,115,55,63.7,-99,0
(adult 2450),137,-171,135,-31,135,-31,176,176,51,63.7,-99,0
(adult 470),169,-74,152,-31,152,-31,64,64,59,63.8,-99,0
(adult 1010),110,-186,135,-31,135,-31,173,173,51,63.8,-99,0
(adult 2071),18,-203,135,-31,135,-31,207,207,48,63.8,-99,0
(adult 2491),100,-46,135,-31,135,-31,37,37,61,63.9,-99,0
(adult 925),222,-85,152,-31,152,-31,102,102,56,63.9,-99,0
(adult 1186),194,-47,152,-31,152,-31,49,49,60,63.9,-99,0
(adult 1160),210,-26,152,-31,152,-31,91,91,57,64,-99,0
(adult 352),169,-93,152,-31,152,-31,82,82,58,64.1,-99,0
(adult 2641),177,-147,152,-31,152,-31,177,177,51,64.2,-99,0
(adult 2404),184,-161,152,-31,152,-31,179,179,51,64.2,-99,0
(adult 2413),190,-153,152,-31,152,-31,148,148,53,64.3,-99,0
(adult 2439),127,-185,135,-31,135,-31,167,167,52,64.4,-99,0
(adult 2480),80,-111,135,-31,135,-31,114,114,56,64.5,-99,0
(adult 880),208,-104,152,-31,152,-31,82,82,58,64.6,-99,0
(adult 1606),60,-120,135,-31,135,-31,115,115,56,64.7,-99,0
(adult 1209),137,-172,135,-31,135,-31,176,176,52,64.8,-99,0
(adult 605),185,-60,152,-31,152,-31,62,62,60,64.8,-99,0
(adult 356),80,-121,135,-31,135,-31,119,119,56,64.8,-99,0
(adult 1675),36,-177,135,-31,135,-31,186,186,51,64.8,-99,0
(adult 2553),18,-211,135,-31,135,-31,226,226,48,65,NaN,0
(adult 2564),152,-86,152,-31,152,-31,68,68,60,65,NaN,0
(adult 2288),141,-107,135,-31,135,-31,108,108,57,65.1,NaN,0
(adult 1894),85,-114,135,-31,135,-31,110,110,57,65.2,NaN,0
(adult 2323),185,-51,152,-31,152,-31,66,66,60,65.2,NaN,0
(adult 2718),181,-53,152,-31,152,-31,66,66,60,65.3,NaN,0
(adult 2593),73,-150,135,-31,135,-31,141,141,55,65.3,NaN,0
(adult 978),143,-58,135,-31,135,-31,31,31,63,65.3,NaN,0
(adult 2210),120,-38,135,-31,135,-31,33,33,63,65.4,NaN,0
(adult 1638),72,-160,135,-31,135,-31,133,133,55,65.4,NaN,0
(adult 1014),141,-127,135,-31,135,-31,113,113,57,65.4,NaN,0
(adult 393),187,-142,152,-31,152,-31,119,119,56,65.5,NaN,0
(adult 2079),224,-68,152,-31,152,-31,109,109,57,65.5,NaN,0
(adult 2135),116,-127,135,-31,135,-31,100,100,58,65.5,NaN,0
(adult 475),198,-108,152,-31,152,-31,83,83,59,65.7,NaN,0
(adult 1932),196,-21,152,-31,152,-31,46,46,62,65.7,NaN,0
(adult 1863),134,-79,135,-31,135,-31,52,52,62,65.8,NaN,0
(adult 1163),119,-193,135,-31,135,-31,205,205,51,65.9,NaN,0
(adult 2127),217,-72,152,-31,152,-31,102,102,58,65.9,NaN,0
(adult 2086),195,-61,152,-31,152,-31,66,66,61,66,NaN,0
(adult 2132),144,-50,152,-31,152,-31,26,26,64,66,NaN,0
(adult 2106),59,-118,135,-31,135,-31,123,123,57,66.2,NaN,0
(adult 399),43,-171,135,-31,135,-31,177,177,53,66.3,NaN,0
(adult 2208),217,-67,152,-31,152,-31,105,105,58,66.3,NaN,0
(adult 1015),149,-55,152,-31,152,-31,26,26,64,66.3,NaN,0
(adult 2390),167,-148,152,-31,152,-31,151,151,55,66.4,NaN,0
(adult 621),214,-78,152,-31,152,-31,94,94,59,66.4,NaN,0
(adult 1843),195,-106,152,-31,152,-31,79,79,60,66.4,NaN,0
(adult 194),192,-40,152,-31,152,-31,43,43,63,66.4,NaN,0
(adult 2153),240,-98,240,-98,240,-98,0,0,89,66.4,0.483,1
(adult 2228),232,-111,232,-111,232,-111,0,0,105,66.4,0.266,1
(adult 945),230,-122,230,-122,230,-122,0,0,102,66.4,0.551,1
(car 2735),237,-90,237,-90,237,-90,0,0,185,66.4,1.016,1
(adult 2702),239,-72,239,-72,239,-72,0,0,100,66.5,1.241,1
(adult 310),227,-95,227,-95,227,-95,0,0,92,66.5,1.51,1
(adult 1495),240,-68,240,-68,240,-68,0,0,78,66.5,1.789,1
(adult 266),227,-97,227,-97,227,-97,0,0,128,66.5,1.499,1
(adult 1305),230,-90,230,-90,230,-90,0,0,90,66.5,1.647,1
(adult 140),231,-79,231,-79,231,-79,0,0,96,66.5,1.731,1
(adult 2394),235,-71,235,-71,235,-71,0,0,78,66.5,1.678,1
(adult 2344),234,-70,234,-70,234,-70,0,0,88,66.5,1.601,1
(adult 1985),227,-90,227,-90,227,-90,0,0,81,66.5,1.647,1
(adult 2445),219,-116,219,-116,219,-116,0,0,82,66.5,1.822,1
(adult 941),217,-113,217,-113,217,-113,0,0,94,66.5,1.418,1
(adult 269),146,-120,152,-31,152,-31,116,116,58,66.5,NaN,0
(adult 1973),230,-77,230,-77,230,-77,0,0,104,66.5,1.819,1
(adult 1092),235,-61,235,-61,235,-61,0,0,68,66.5,1.585,1
(adult 689),231,-74,231,-74,231,-74,0,0,82,66.5,1.767,1
(adult 313),239,-53,239,-53,239,-53,0,0,125,66.5,1.506,1
(adult 2542),214,-116,214,-116,214,-116,0,0,87,66.5,1.579,1
(adult 516),225,-92,225,-92,225,-92,0,0,76,66.5,1.891,1
(adult 2400),160,-89,152,-31,152,-31,75,75,61,66.5,NaN,0
(adult 820),220,-90,220,-90,220,-90,0,0,71,66.5,1.654,1
(adult 578),231,-67,231,-67,231,-67,0,0,108,66.5,1.752,1
(adult 83),217,-100,217,-100,217,-100,0,0,93,66.5,1.685,1
(adult 401),206,-131,206,-131,206,-131,0,0,79,66.5,1.429,1
(adult 1682),218,-102,218,-102,218,-102,0,0,92,66.5,1.786,1
(adult 1815),226,-76,226,-76,226,-76,0,0,92,66.5,1.662,1
(adult 207),207,-124,207,-124,207,-124,0,0,139,66.5,1.587,1
(adult 742),172,-59,152,-31,152,-31,43,43,63,66.6,NaN,0
(adult 2638),239,-66,152,-31,226,-71,131,21,65,66.6,1.662,1
(adult 1845),209,-114,209,-114,209,-114,0,0,70,66.6,1.646,1
(adult 528),217,-96,217,-96,217,-96,0,0,114,66.6,1.699,1
(adult 353),220,-84,220,-84,220,-84,0,0,117,66.6,1.645,1
(adult 1013),234,-45,234,-45,234,-45,0,0,99,66.6,1.666,1
(adult 49),227,-59,227,-59,227,-59,0,0,88,66.6,1.658,1
(adult 498),195,-148,195,-148,195,-148,0,0,71,66.6,1.666,1
(adult 827),219,-85,219,-85,219,-85,0,0,68,66.6,1.709,1
(adult 801),192,-152,192,-152,192,-152,0,0,85,66.6,1.53,1
(adult 783),214,-98,214,-98,214,-98,0,0,76,66.6,1.697,1
(adult 2628),209,-109,209,-109,209,-109,0,0,81,66.6,1.666,1
(adult 2349),196,-148,196,-148,196,-148,0,0,104,66.6,1.874,1
(car 2747),155,-42,16,-2,16,-2,141,141,65,66.6,NaN,0
(adult 2519),219,-78,219,-78,219,-78,0,0,75,66.6,1.671,1
(adult 87),226,-57,226,-57,226,-57,0,0,98,66.6,1.65,1
(adult 231),211,-98,211,-98,211,-98,0,0,82,66.6,1.658,1
(adult 1739),223,-82,152,-31,217,-81,103,7,66,66.6,1.645,1
(adult 57),192,-151,192,-151,192,-151,0,0,69,66.6,1.877,1
(adult 2644),228,-57,228,-57,228,-57,0,0,73,66.6,1.775,1
(adult 1835),186,-164,186,-164,186,-164,0,0,79,66.6,1.354,1
(adult 1844),206,-101,206,-101,206,-101,0,0,104,66.6,1.644,1
(adult 2506),192,-142,192,-142,192,-142,0,0,122,66.6,1.759,1
(adult 1955),209,-99,209,-99,209,-99,0,0,82,66.6,1.724,1
